city,district,houseType,area,direction,furnish,floor,finishTime,structure,unknown,price,totalPrice
沈阳,大东,3室1厅,104平米,南 北,精装,低楼层(共32层),2018年建,板楼,9,135元/平,95万
沈阳,大东,3室2厅,118.63平米,南 北,毛坯,中楼层(共33层),2020年建,板塔结合,13,656元/平,162万
沈阳,大东,3室1厅,108.96平米,南 北,精装,高楼层(共6层),2011年建,板楼,9,086元/平,99万
沈阳,大东,3室2厅,119.98平米,南 北,精装,低楼层(共30层),2009年建,塔楼,9,627元/平,115.5万
沈阳,大东,3室2厅,130.46平米,南 北,其他,低楼层(共11层),2012年建,板楼,11,958元/平,156万
沈阳,大东,2室1厅,79.02平米,南 北,其他,高楼层(共5层),2011年建,板楼,5,316元/平,42万
沈阳,大东,2室1厅,88.49平米,东 南 北,简装,中楼层(共22层),2016年建,板楼,7,900元/平,69.9万
沈阳,大东,3室1厅,95.63平米,南 北,精装,高楼层(共27层),2015年建,板楼,9,621元/平,92万
沈阳,大东,4室2厅,182.03平米,南 北,精装,中楼层(共26层),2014年建,板塔结合,5,824元/平,106万
沈阳,大东,2室1厅,107.6平米,西,简装,中楼层(共6层),1995年建,板楼,3,811元/平,41万
沈阳,大东,5室3厅,344.38平米,东 南 西 北,简装,3层,板楼,联排别墅,7,086元/平,244万
沈阳,大东,3室2厅,141.17平米,南 北,精装,中楼层(共7层),2018年建,板楼,28,193元/平,398万
沈阳,大东,2室1厅,75.22平米,南 北,简装,中楼层(共7层),2000年建,板楼,6,249元/平,47万
沈阳,大东,2室2厅,86平米,南 北,毛坯,中楼层(共34层),2017年建,板楼,7,559元/平,65万
沈阳,沈北新区,2室2厅,81.91平米,南 北,毛坯,高楼层(共33层),2019年建,板楼,10,866元/平,89万
沈阳,沈北新区,4室2厅,313.28平米,南 北,精装,中楼层(共27层),2018年建,板楼,16,599元/平,520万
沈阳,沈北新区,1室1厅,60.53平米,东 南,精装,中楼层(共29层),2018年建,板塔结合,12,391元/平,75万
沈阳,沈北新区,3室2厅,115平米,南 北,精装,低楼层(共30层),2012年建,板楼,7,479元/平,86万
沈阳,沈北新区,2室1厅,77.56平米,南 西,精装,高楼层(共19层),2017年建,板楼,9,413元/平,73万
沈阳,沈北新区,2室2厅,91.75平米,南 北,毛坯,高楼层(共8层),2022年建,板楼,14,169元/平,130万
沈阳,沈北新区,3室1厅,110.82平米,南 北,毛坯,中楼层(共33层),2020年建,板楼,8,122元/平,90万
沈阳,沈北新区,3室1厅,104平米,南 北,精装,低楼层(共32层),2018年建,板楼,9,135元/平,95万
沈阳,沈北新区,3室2厅,118.63平米,南 北,毛坯,中楼层(共33层),2020年建,板塔结合,13,656元/平,162万
沈阳,沈北新区,3室1厅,108.96平米,南 北,精装,高楼层(共6层),2011年建,板楼,9,086元/平,99万
沈阳,沈北新区,3室2厅,119.98平米,南 北,精装,低楼层(共30层),2009年建,塔楼,9,627元/平,115.5万
沈阳,沈北新区,3室2厅,130.46平米,南 北,其他,低楼层(共11层),2012年建,板楼,11,958元/平,156万
沈阳,沈北新区,2室1厅,79.02平米,南 北,其他,高楼层(共5层),2011年建,板楼,5,316元/平,42万
沈阳,沈北新区,2室1厅,88.49平米,东 南 北,简装,中楼层(共22层),2016年建,板楼,7,900元/平,69.9万
沈阳,沈北新区,3室1厅,95.63平米,南 北,精装,高楼层(共27层),2015年建,板楼,9,621元/平,92万
沈阳,沈北新区,4室2厅,182.03平米,南 北,精装,中楼层(共26层),2014年建,板塔结合,5,824元/平,106万
沈阳,沈北新区,2室1厅,107.6平米,西,简装,中楼层(共6层),1995年建,板楼,3,811元/平,41万
沈阳,沈北新区,5室3厅,344.38平米,东 南 西 北,简装,3层,板楼,联排别墅,7,086元/平,244万
沈阳,沈北新区,3室2厅,141.17平米,南 北,精装,中楼层(共7层),2018年建,板楼,28,193元/平,398万
沈阳,沈北新区,2室1厅,75.22平米,南 北,简装,中楼层(共7层),2000年建,板楼,6,249元/平,47万
沈阳,沈北新区,2室2厅,86平米,南 北,毛坯,中楼层(共34层),2017年建,板楼,7,559元/平,65万
沈阳,铁西,2室2厅,81.91平米,南 北,毛坯,高楼层(共33层),2019年建,板楼,10,866元/平,89万
沈阳,铁西,4室2厅,313.28平米,南 北,精装,中楼层(共27层),2018年建,板楼,16,599元/平,520万
沈阳,铁西,1室1厅,60.53平米,东 南,精装,中楼层(共29层),2018年建,板塔结合,12,391元/平,75万
沈阳,铁西,3室2厅,115平米,南 北,精装,低楼层(共30层),2012年建,板楼,7,479元/平,86万
沈阳,铁西,2室1厅,77.56平米,南 西,精装,高楼层(共19层),2017年建,板楼,9,413元/平,73万
沈阳,铁西,2室2厅,91.75平米,南 北,毛坯,高楼层(共8层),2022年建,板楼,14,169元/平,130万
沈阳,铁西,3室1厅,110.82平米,南 北,毛坯,中楼层(共33层),2020年建,板楼,8,122元/平,90万
沈阳,铁西,3室1厅,104平米,南 北,精装,低楼层(共32层),2018年建,板楼,9,135元/平,95万
沈阳,铁西,3室2厅,118.63平米,南 北,毛坯,中楼层(共33层),2020年建,板塔结合,13,656元/平,162万
沈阳,铁西,3室1厅,108.96平米,南 北,精装,高楼层(共6层),2011年建,板楼,9,086元/平,99万
沈阳,铁西,3室2厅,119.98平米,南 北,精装,低楼层(共30层),2009年建,塔楼,9,627元/平,115.5万
沈阳,铁西,3室2厅,130.46平米,南 北,其他,低楼层(共11层),2012年建,板楼,11,958元/平,156万
沈阳,铁西,2室1厅,79.02平米,南 北,其他,高楼层(共5层),2011年建,板楼,5,316元/平,42万
沈阳,铁西,2室1厅,88.49平米,东 南 北,简装,中楼层(共22层),2016年建,板楼,7,900元/平,69.9万
沈阳,铁西,3室1厅,95.63平米,南 北,精装,高楼层(共27层),2015年建,板楼,9,621元/平,92万
沈阳,铁西,4室2厅,182.03平米,南 北,精装,中楼层(共26层),2014年建,板塔结合,5,824元/平,106万
沈阳,铁西,2室1厅,107.6平米,西,简装,中楼层(共6层),1995年建,板楼,3,811元/平,41万
沈阳,铁西,5室3厅,344.38平米,东 南 西 北,简装,3层,板楼,联排别墅,7,086元/平,244万
沈阳,铁西,3室2厅,141.17平米,南 北,精装,中楼层(共7层),2018年建,板楼,28,193元/平,398万
沈阳,铁西,2室1厅,75.22平米,南 北,简装,中楼层(共7层),2000年建,板楼,6,249元/平,47万
沈阳,铁西,2室2厅,86平米,南 北,毛坯,中楼层(共34层),2017年建,板楼,7,559元/平,65万
沈阳,辽中区,2室2厅,81.91平米,南 北,毛坯,高楼层(共33层),2019年建,板楼,10,866元/平,89万
沈阳,辽中区,4室2厅,313.28平米,南 北,精装,中楼层(共27层),2018年建,板楼,16,599元/平,520万
沈阳,辽中区,1室1厅,60.53平米,东 南,精装,中楼层(共29层),2018年建,板塔结合,12,391元/平,75万
沈阳,辽中区,3室2厅,115平米,南 北,精装,低楼层(共30层),2012年建,板楼,7,479元/平,86万
沈阳,辽中区,2室1厅,77.56平米,南 西,精装,高楼层(共19层),2017年建,板楼,9,413元/平,73万
沈阳,辽中区,2室2厅,91.75平米,南 北,毛坯,高楼层(共8层),2022年建,板楼,14,169元/平,130万
沈阳,辽中区,3室1厅,110.82平米,南 北,毛坯,中楼层(共33层),2020年建,板楼,8,122元/平,90万
沈阳,辽中区,3室1厅,104平米,南 北,精装,低楼层(共32层),2018年建,板楼,9,135元/平,95万
沈阳,辽中区,3室2厅,118.63平米,南 北,毛坯,中楼层(共33层),2020年建,板塔结合,13,656元/平,162万
沈阳,辽中区,3室1厅,108.96平米,南 北,精装,高楼层(共6层),2011年建,板楼,9,086元/平,99万
沈阳,辽中区,3室2厅,119.98平米,南 北,精装,低楼层(共30层),2009年建,塔楼,9,627元/平,115.5万
沈阳,辽中区,3室2厅,130.46平米,南 北,其他,低楼层(共11层),2012年建,板楼,11,958元/平,156万
沈阳,辽中区,2室1厅,79.02平米,南 北,其他,高楼层(共5层),2011年建,板楼,5,316元/平,42万
沈阳,辽中区,2室1厅,88.49平米,东 南 北,简装,中楼层(共22层),2016年建,板楼,7,900元/平,69.9万
沈阳,辽中区,3室1厅,95.63平米,南 北,精装,高楼层(共27层),2015年建,板楼,9,621元/平,92万
沈阳,辽中区,4室2厅,182.03平米,南 北,精装,中楼层(共26层),2014年建,板塔结合,5,824元/平,106万
沈阳,辽中区,2室1厅,107.6平米,西,简装,中楼层(共6层),1995年建,板楼,3,811元/平,41万
沈阳,辽中区,5室3厅,344.38平米,东 南 西 北,简装,3层,板楼,联排别墅,7,086元/平,244万
沈阳,辽中区,3室2厅,141.17平米,南 北,精装,中楼层(共7层),2018年建,板楼,28,193元/平,398万
沈阳,辽中区,2室1厅,75.22平米,南 北,简装,中楼层(共7层),2000年建,板楼,6,249元/平,47万
沈阳,辽中区,2室2厅,86平米,南 北,毛坯,中楼层(共34层),2017年建,板楼,7,559元/平,65万
沈阳,法库县,2室2厅,81.91平米,南 北,毛坯,高楼层(共33层),2019年建,板楼,10,866元/平,89万
沈阳,法库县,4室2厅,313.28平米,南 北,精装,中楼层(共27层),2018年建,板楼,16,599元/平,520万
沈阳,法库县,1室1厅,60.53平米,东 南,精装,中楼层(共29层),2018年建,板塔结合,12,391元/平,75万
沈阳,法库县,3室2厅,115平米,南 北,精装,低楼层(共30层),2012年建,板楼,7,479元/平,86万
沈阳,法库县,2室1厅,77.56平米,南 西,精装,高楼层(共19层),2017年建,板楼,9,413元/平,73万
沈阳,法库县,2室2厅,91.75平米,南 北,毛坯,高楼层(共8层),2022年建,板楼,14,169元/平,130万
沈阳,法库县,3室1厅,110.82平米,南 北,毛坯,中楼层(共33层),2020年建,板楼,8,122元/平,90万
沈阳,法库县,3室1厅,104平米,南 北,精装,低楼层(共32层),2018年建,板楼,9,135元/平,95万
沈阳,法库县,3室2厅,118.63平米,南 北,毛坯,中楼层(共33层),2020年建,板塔结合,13,656元/平,162万
沈阳,法库县,3室1厅,108.96平米,南 北,精装,高楼层(共6层),2011年建,板楼,9,086元/平,99万
沈阳,法库县,3室2厅,119.98平米,南 北,精装,低楼层(共30层),2009年建,塔楼,9,627元/平,115.5万
沈阳,法库县,3室2厅,130.46平米,南 北,其他,低楼层(共11层),2012年建,板楼,11,958元/平,156万
沈阳,法库县,2室1厅,79.02平米,南 北,其他,高楼层(共5层),2011年建,板楼,5,316元/平,42万
沈阳,法库县,2室1厅,88.49平米,东 南 北,简装,中楼层(共22层),2016年建,板楼,7,900元/平,69.9万
沈阳,法库县,3室1厅,95.63平米,南 北,精装,高楼层(共27层),2015年建,板楼,9,621元/平,92万
沈阳,法库县,4室2厅,182.03平米,南 北,精装,中楼层(共26层),2014年建,板塔结合,5,824元/平,106万
沈阳,法库县,2室1厅,107.6平米,西,简装,中楼层(共6层),1995年建,板楼,3,811元/平,41万
沈阳,法库县,5室3厅,344.38平米,东 南 西 北,简装,3层,板楼,联排别墅,7,086元/平,244万
沈阳,法库县,3室2厅,141.17平米,南 北,精装,中楼层(共7层),2018年建,板楼,28,193元/平,398万
沈阳,法库县,2室1厅,75.22平米,南 北,简装,中楼层(共7层),2000年建,板楼,6,249元/平,47万
沈阳,法库县,2室2厅,86平米,南 北,毛坯,中楼层(共34层),2017年建,板楼,7,559元/平,65万
沈阳,苏家屯,2室2厅,81.91平米,南 北,毛坯,高楼层(共33层),2019年建,板楼,10,866元/平,89万
沈阳,苏家屯,4室2厅,313.28平米,南 北,精装,中楼层(共27层),2018年建,板楼,16,599元/平,520万
沈阳,苏家屯,1室1厅,60.53平米,东 南,精装,中楼层(共29层),2018年建,板塔结合,12,391元/平,75万
沈阳,苏家屯,3室2厅,115平米,南 北,精装,低楼层(共30层),2012年建,板楼,7,479元/平,86万
沈阳,苏家屯,2室1厅,77.56平米,南 西,精装,高楼层(共19层),2017年建,板楼,9,413元/平,73万
沈阳,苏家屯,2室2厅,91.75平米,南 北,毛坯,高楼层(共8层),2022年建,板楼,14,169元/平,130万
沈阳,苏家屯,3室1厅,110.82平米,南 北,毛坯,中楼层(共33层),2020年建,板楼,8,122元/平,90万
沈阳,苏家屯,3室1厅,104平米,南 北,精装,低楼层(共32层),2018年建,板楼,9,135元/平,95万
沈阳,苏家屯,3室2厅,118.63平米,南 北,毛坯,中楼层(共33层),2020年建,板塔结合,13,656元/平,162万
沈阳,苏家屯,3室1厅,108.96平米,南 北,精装,高楼层(共6层),2011年建,板楼,9,086元/平,99万
沈阳,苏家屯,3室2厅,119.98平米,南 北,精装,低楼层(共30层),2009年建,塔楼,9,627元/平,115.5万
沈阳,苏家屯,3室2厅,130.46平米,南 北,其他,低楼层(共11层),2012年建,板楼,11,958元/平,156万
沈阳,苏家屯,2室1厅,79.02平米,南 北,其他,高楼层(共5层),2011年建,板楼,5,316元/平,42万
沈阳,苏家屯,2室1厅,88.49平米,东 南 北,简装,中楼层(共22层),2016年建,板楼,7,900元/平,69.9万
沈阳,苏家屯,3室1厅,95.63平米,南 北,精装,高楼层(共27层),2015年建,板楼,9,621元/平,92万
沈阳,苏家屯,4室2厅,182.03平米,南 北,精装,中楼层(共26层),2014年建,板塔结合,5,824元/平,106万
沈阳,苏家屯,2室1厅,107.6平米,西,简装,中楼层(共6层),1995年建,板楼,3,811元/平,41万
沈阳,苏家屯,5室3厅,344.38平米,东 南 西 北,简装,3层,板楼,联排别墅,7,086元/平,244万
沈阳,苏家屯,3室2厅,141.17平米,南 北,精装,中楼层(共7层),2018年建,板楼,28,193元/平,398万
沈阳,苏家屯,2室1厅,75.22平米,南 北,简装,中楼层(共7层),2000年建,板楼,6,249元/平,47万
沈阳,苏家屯,2室2厅,86平米,南 北,毛坯,中楼层(共34层),2017年建,板楼,7,559元/平,65万
沈阳,沈河,2室2厅,81.91平米,南 北,毛坯,高楼层(共33层),2019年建,板楼,10,866元/平,89万
沈阳,沈河,4室2厅,313.28平米,南 北,精装,中楼层(共27层),2018年建,板楼,16,599元/平,520万
沈阳,沈河,1室1厅,60.53平米,东 南,精装,中楼层(共29层),2018年建,板塔结合,12,391元/平,75万
沈阳,沈河,3室2厅,115平米,南 北,精装,低楼层(共30层),2012年建,板楼,7,479元/平,86万
沈阳,沈河,2室1厅,77.56平米,南 西,精装,高楼层(共19层),2017年建,板楼,9,413元/平,73万
沈阳,沈河,2室2厅,91.75平米,南 北,毛坯,高楼层(共8层),2022年建,板楼,14,169元/平,130万
沈阳,沈河,3室1厅,110.82平米,南 北,毛坯,中楼层(共33层),2020年建,板楼,8,122元/平,90万
沈阳,沈河,3室1厅,104平米,南 北,精装,低楼层(共32层),2018年建,板楼,9,135元/平,95万
沈阳,沈河,3室2厅,118.63平米,南 北,毛坯,中楼层(共33层),2020年建,板塔结合,13,656元/平,162万
沈阳,沈河,3室1厅,108.96平米,南 北,精装,高楼层(共6层),2011年建,板楼,9,086元/平,99万
沈阳,沈河,3室2厅,119.98平米,南 北,精装,低楼层(共30层),2009年建,塔楼,9,627元/平,115.5万
沈阳,沈河,3室2厅,130.46平米,南 北,其他,低楼层(共11层),2012年建,板楼,11,958元/平,156万
沈阳,沈河,2室1厅,79.02平米,南 北,其他,高楼层(共5层),2011年建,板楼,5,316元/平,42万
沈阳,沈河,2室1厅,88.49平米,东 南 北,简装,中楼层(共22层),2016年建,板楼,7,900元/平,69.9万
沈阳,沈河,3室1厅,95.63平米,南 北,精装,高楼层(共27层),2015年建,板楼,9,621元/平,92万
沈阳,沈河,4室2厅,182.03平米,南 北,精装,中楼层(共26层),2014年建,板塔结合,5,824元/平,106万
沈阳,沈河,2室1厅,107.6平米,西,简装,中楼层(共6层),1995年建,板楼,3,811元/平,41万
沈阳,沈河,5室3厅,344.38平米,东 南 西 北,简装,3层,板楼,联排别墅,7,086元/平,244万
沈阳,沈河,3室2厅,141.17平米,南 北,精装,中楼层(共7层),2018年建,板楼,28,193元/平,398万
沈阳,沈河,2室1厅,75.22平米,南 北,简装,中楼层(共7层),2000年建,板楼,6,249元/平,47万
沈阳,沈河,2室2厅,86平米,南 北,毛坯,中楼层(共34层),2017年建,板楼,7,559元/平,65万
,,,,,,,,,,,
沈阳,新民市,2室1厅,71.22平米,南 北,精装,低楼层(共33层),2011年建,板塔结合,7,863元/平,56万
沈阳,新民市,2室1厅,69.58平米,南,精装,高楼层(共30层),2015年建,板楼,9,903元/平,68.9万
沈阳,新民市,2室2厅,90.45平米,南 北,简装,中楼层(共11层),2013年建,板楼,9,951元/平,90万
沈阳,新民市,2室1厅,64.63平米,南 北,精装,低楼层(共27层),2000年建,板塔结合,6,700元/平,43.3万
沈阳,新民市,2室1厅,85.54平米,南 北,简装,18层,2013年建,板楼,7,015元/平,60万
沈阳,新民市,2室2厅,100平米,南 北,简装,高楼层(共31层),2016年建,板楼,8,300元/平,83万
沈阳,新民市,2室2厅,93.56平米,南 北,精装,低楼层(共24层),2017年建,板楼,18,064元/平,169万
沈阳,新民市,1室0厅,36.48平米,南,简装,低楼层(共18层),2015年建,板楼,7,676元/平,28万
沈阳,新民市,2室2厅,88.94平米,南 北,精装,高楼层(共29层),2017年建,板楼,12,144元/平,108万
沈阳,新民市,2室2厅,94.43平米,南 北,精装,高楼层(共27层),2015年建,板塔结合,11,332元/平,107万
沈阳,新民市,2室1厅,58.79平米,南,精装,中楼层(共34层),2013年建,板塔结合,9,356元/平,55万
沈阳,新民市,2室2厅,76.05平米,南 北,精装,低楼层(共6层),2017年建,板楼,12,492元/平,95万
沈阳,新民市,2室1厅,62.06平米,南 北,简装,高楼层(共7层),1998年建,板楼,5,640元/平,35万
沈阳,新民市,2室1厅,99.08平米,南 北,简装,高楼层(共26层),2008年建,板塔结合,8,680元/平,86万
沈阳,新民市,2室2厅,96.27平米,南 北,其他,低楼层(共34层),2010年建,板楼,10,700元/平,103万
沈阳,新民市,2室1厅,75.76平米,南,简装,低楼层(共22层),2009年建,板楼,6,732元/平,51万
沈阳,新民市,1室1厅,50.1平米,南,精装,中楼层(共31层),2014年建,板楼,13,174元/平,66万
沈阳,新民市,2室2厅,86.54平米,西南,精装,中楼层(共31层),2010年建,板楼,9,591元/平,83万
沈阳,新民市,2室2厅,84.24平米,南 北,精装,中楼层(共31层),2018年建,板楼,9,497元/平,80万
沈阳,新民市,2室1厅,58.79平米,南,精装,低楼层(共34层),2013年建,板塔结合,10,461元/平,61.5万
沈阳,沈北新区,2室1厅,71.22平米,南 北,精装,低楼层(共33层),2011年建,板塔结合,7,863元/平,56万
沈阳,沈北新区,2室1厅,69.58平米,南,精装,高楼层(共30层),2015年建,板楼,9,903元/平,68.9万
沈阳,沈北新区,2室2厅,90.45平米,南 北,简装,中楼层(共11层),2013年建,板楼,9,951元/平,90万
沈阳,沈北新区,2室1厅,64.63平米,南 北,精装,低楼层(共27层),2000年建,板塔结合,6,700元/平,43.3万
沈阳,沈北新区,2室1厅,85.54平米,南 北,简装,18层,2013年建,板楼,7,015元/平,60万
沈阳,沈北新区,2室2厅,100平米,南 北,简装,高楼层(共31层),2016年建,板楼,8,300元/平,83万
沈阳,沈北新区,2室2厅,93.56平米,南 北,精装,低楼层(共24层),2017年建,板楼,18,064元/平,169万
沈阳,沈北新区,1室0厅,36.48平米,南,简装,低楼层(共18层),2015年建,板楼,7,676元/平,28万
沈阳,沈北新区,2室2厅,88.94平米,南 北,精装,高楼层(共29层),2017年建,板楼,12,144元/平,108万
沈阳,沈北新区,2室2厅,94.43平米,南 北,精装,高楼层(共27层),2015年建,板塔结合,11,332元/平,107万
沈阳,沈北新区,2室1厅,58.79平米,南,精装,中楼层(共34层),2013年建,板塔结合,9,356元/平,55万
沈阳,沈北新区,2室2厅,76.05平米,南 北,精装,低楼层(共6层),2017年建,板楼,12,492元/平,95万
沈阳,沈北新区,2室1厅,62.06平米,南 北,简装,高楼层(共7层),1998年建,板楼,5,640元/平,35万
沈阳,沈北新区,2室1厅,99.08平米,南 北,简装,高楼层(共26层),2008年建,板塔结合,8,680元/平,86万
沈阳,沈北新区,2室2厅,96.27平米,南 北,其他,低楼层(共34层),2010年建,板楼,10,700元/平,103万
沈阳,沈北新区,2室1厅,75.76平米,南,简装,低楼层(共22层),2009年建,板楼,6,732元/平,51万
沈阳,沈北新区,1室1厅,50.1平米,南,精装,中楼层(共31层),2014年建,板楼,13,174元/平,66万
沈阳,沈北新区,2室2厅,86.54平米,西南,精装,中楼层(共31层),2010年建,板楼,9,591元/平,83万
沈阳,沈北新区,2室2厅,84.24平米,南 北,精装,中楼层(共31层),2018年建,板楼,9,497元/平,80万
沈阳,沈北新区,2室1厅,58.79平米,南,精装,低楼层(共34层),2013年建,板塔结合,10,461元/平,61.5万
沈阳,和平,2室1厅,71.22平米,南 北,精装,低楼层(共33层),2011年建,板塔结合,7,863元/平,56万
沈阳,和平,2室1厅,69.58平米,南,精装,高楼层(共30层),2015年建,板楼,9,903元/平,68.9万
沈阳,和平,2室2厅,90.45平米,南 北,简装,中楼层(共11层),2013年建,板楼,9,951元/平,90万
沈阳,和平,2室1厅,64.63平米,南 北,精装,低楼层(共27层),2000年建,板塔结合,6,700元/平,43.3万
沈阳,和平,2室1厅,85.54平米,南 北,简装,18层,2013年建,板楼,7,015元/平,60万
沈阳,和平,2室2厅,100平米,南 北,简装,高楼层(共31层),2016年建,板楼,8,300元/平,83万
沈阳,和平,2室2厅,93.56平米,南 北,精装,低楼层(共24层),2017年建,板楼,18,064元/平,169万
沈阳,和平,1室0厅,36.48平米,南,简装,低楼层(共18层),2015年建,板楼,7,676元/平,28万
